condition,condition_group,age_group,year,month,condition_n,condition_group_n,age_group_n,group_by_organ,COVID_deaths_rate,NON_COVID_deaths_rate_Female,NON_COVID_deaths_rate_male,NON_COVID_death_rate,Total_death,COVID_propotion
COVID-19,COVID-19,45-54,2020,12,4,8,4,2,4035,6239,9749,15988,20023,20%
COVID-19,COVID-19,55-64,2020,12,4,8,5,2,10556,16355,26010,42365,52921,20%
COVID-19,COVID-19,65-74,2020,12,4,8,6,2,20668,29822,42080,71902,92570,22%
COVID-19,COVID-19,75-84,2020,12,4,8,7,2,28224,42495,48573,91068,119292,24%
COVID-19,COVID-19,85+,2020,12,4,8,8,2,32871,66079,44652,110731,143602,23%
Diabetes,Diabetes,0-24,2020,12,5,9,1,5,0,21,28,49,49,0%
Diabetes,Diabetes,25-34,2020,12,5,9,2,5,21,37,86,123,144,15%
Diabetes,Diabetes,35-44,2020,12,5,9,3,5,153,89,173,262,415,37%
Diabetes,Diabetes,45-54,2020,12,5,9,4,5,775,250,485,735,1510,51%
Diabetes,Diabetes,55-64,2020,12,5,9,5,5,2259,654,1175,1829,4088,55%
Diabetes,Diabetes,65-74,2020,12,5,9,6,5,4173,1073,1669,2742,6915,60%
Diabetes,Diabetes,75-84,2020,12,5,9,7,5,4553,1200,1426,2626,7179,63%
Diabetes,Diabetes,85+,2020,12,5,9,8,5,3180,1057,890,1947,5127,62%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,2020,12,6,13,1,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,2020,12,6,13,2,6,13,0,0,0,13,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,2020,12,6,13,3,6,14,0,0,0,14,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,2020,12,6,13,4,6,19,0,0,0,19,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,2020,12,6,13,5,6,78,0,0,0,78,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,2020,12,6,13,6,6,231,0,0,0,231,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,2020,12,6,13,7,6,390,0,0,0,390,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,2020,12,6,13,8,6,536,0,0,0,536,100%
Malignant neoplasms,Malignant neoplasms,0-24,2020,12,7,15,1,7,0,79,131,210,210,0%
Malignant neoplasms,Malignant neoplasms,25-34,2020,12,7,15,2,7,0,166,156,322,322,0%
Malignant neoplasms,Malignant neoplasms,35-44,2020,12,7,15,3,7,12,508,423,931,943,1%
Malignant neoplasms,Malignant neoplasms,45-54,2020,12,7,15,4,7,46,1514,1376,2890,2936,2%
Malignant neoplasms,Malignant neoplasms,55-64,2020,12,7,15,5,7,450,4470,4988,9458,9908,5%
Malignant neoplasms,Malignant neoplasms,65-74,2020,12,7,15,6,7,1193,6833,8306,15139,16332,7%
Malignant neoplasms,Malignant neoplasms,75-84,2020,12,7,15,7,7,1415,6588,7567,14155,15570,9%
Malignant neoplasms,Malignant neoplasms,85+,2020,12,7,15,8,7,1089,4457,4416,8873,9962,11%
Obesity,Obesity,0-24,2020,12,8,16,1,7,12,0,0,0,12,100%
Obesity,Obesity,25-34,2020,12,8,16,2,7,64,0,0,0,64,100%
Obesity,Obesity,35-44,2020,12,8,16,3,7,149,0,0,0,149,100%
Obesity,Obesity,45-54,2020,12,8,16,4,7,457,0,0,0,457,100%
Obesity,Obesity,55-64,2020,12,8,16,5,7,824,0,0,0,824,100%
Obesity,Obesity,65-74,2020,12,8,16,6,7,893,0,0,0,893,100%
Obesity,Obesity,75-84,2020,12,8,16,7,7,476,0,0,0,476,100%
Obesity,Obesity,85+,2020,12,8,16,8,7,70,0,0,0,70,100%
Renal failure,Renal failure,0-24,2020,12,9,19,1,6,0,5,4,9,9,0%
Renal failure,Renal failure,25-34,2020,12,9,19,2,6,10,10,16,26,36,28%
Renal failure,Renal failure,35-44,2020,12,9,19,3,6,66,43,44,87,153,43%
Renal failure,Renal failure,45-54,2020,12,9,19,4,6,347,84,140,224,571,61%
Renal failure,Renal failure,55-64,2020,12,9,19,5,6,1055,239,357,596,1651,64%
Renal failure,Renal failure,65-74,2020,12,9,19,6,6,2309,452,596,1048,3357,69%
Renal failure,Renal failure,75-84,2020,12,9,19,7,6,2837,625,685,1310,4147,68%
Renal failure,Renal failure,85+,2020,12,9,19,8,6,2543,785,674,1459,4002,64%
Respiratory diseases,Adult respiratory distress syndrome,0-24,2020,12,10,1,1,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,25-34,2020,12,10,1,2,7,10,0,0,0,10,100%
Respiratory diseases,Adult respiratory distress syndrome,35-44,2020,12,10,1,3,7,84,0,0,0,84,100%
Respiratory diseases,Adult respiratory distress syndrome,45-54,2020,12,10,1,4,7,501,0,0,0,501,100%
Respiratory diseases,Adult respiratory distress syndrome,55-64,2020,12,10,1,5,7,1374,0,0,0,1374,100%
Respiratory diseases,Adult respiratory distress syndrome,65-74,2020,12,10,1,6,7,2373,0,0,0,2373,100%
Respiratory diseases,Adult respiratory distress syndrome,75-84,2020,12,10,1,7,7,2110,0,0,0,2110,100%
Respiratory diseases,Adult respiratory distress syndrome,85+,2020,12,10,1,8,7,1190,0,0,0,1190,100%
Respiratory diseases,Chronic lower respiratory diseases,0-24,2020,12,10,7,1,1,0,18,17,35,35,0%
Respiratory diseases,Chronic lower respiratory diseases,25-34,2020,12,10,7,2,1,0,18,15,33,33,0%
Respiratory diseases,Chronic lower respiratory diseases,35-44,2020,12,10,7,3,1,13,37,36,73,86,15%
Respiratory diseases,Chronic lower respiratory diseases,45-54,2020,12,10,7,4,1,75,153,145,298,373,20%
Respiratory diseases,Chronic lower respiratory diseases,55-64,2020,12,10,7,5,1,702,770,780,1550,2252,31%
Respiratory diseases,Chronic lower respiratory diseases,65-74,2020,12,10,7,6,1,2137,1606,1775,3381,5518,39%
Respiratory diseases,Chronic lower respiratory diseases,75-84,2020,12,10,7,7,1,3099,2114,2121,4235,7334,42%
Respiratory diseases,Chronic lower respiratory diseases,85+,2020,12,10,7,8,1,2747,2015,1461,3476,6223,44%
Respiratory diseases,Influenza and pneumonia,0-24,2020,12,10,12,1,1,14,8,14,22,36,39%
Respiratory diseases,Influenza and pneumonia,25-34,2020,12,10,12,2,1,98,13,18,31,129,76%
Respiratory diseases,Influenza and pneumonia,35-44,2020,12,10,12,3,1,504,37,46,83,587,86%
Respiratory diseases,Influenza and pneumonia,45-54,2020,12,10,12,4,1,2076,73,98,171,2247,92%
Respiratory diseases,Influenza and pneumonia,55-64,2020,12,10,12,5,1,5435,178,294,472,5907,92%
Respiratory diseases,Influenza and pneumonia,65-74,2020,12,10,12,6,1,10617,381,492,873,11490,92%
Respiratory diseases,Influenza and pneumonia,75-84,2020,12,10,12,7,1,13501,495,648,1143,14644,92%
Respiratory diseases,Influenza and pneumonia,85+,2020,12,10,12,8,1,12576,778,719,1497,14073,89%
Respiratory diseases,Other diseases of the respiratory system,0-24,2020,12,10,18,1,1,0,20,15,35,35,0%
Respiratory diseases,Other diseases of the respiratory system,25-34,2020,12,10,18,2,1,0,6,13,19,19,0%
Respiratory diseases,Other diseases of the respiratory system,35-44,2020,12,10,18,3,1,29,31,32,63,92,32%
Respiratory diseases,Other diseases of the respiratory system,45-54,2020,12,10,18,4,1,66,67,86,153,219,30%
Respiratory diseases,Other diseases of the respiratory system,55-64,2020,12,10,18,5,1,371,211,261,472,843,44%
Respiratory diseases,Other diseases of the respiratory system,65-74,2020,12,10,18,6,1,858,407,508,915,1773,48%
Respiratory diseases,Other diseases of the respiratory system,75-84,2020,12,10,18,7,1,998,584,687,1271,2269,44%
Respiratory diseases,Other diseases of the respiratory system,85+,2020,12,10,18,8,1,958,659,518,1177,2135,45%
Respiratory diseases,Respiratory arrest,0-24,2020,12,10,20,1,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,25-34,2020,12,10,20,2,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,35-44,2020,12,10,20,3,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,45-54,2020,12,10,20,4,1,26,0,0,0,26,100%
Respiratory diseases,Respiratory arrest,55-64,2020,12,10,20,5,1,89,0,0,0,89,100%
Respiratory diseases,Respiratory arrest,65-74,2020,12,10,20,6,1,303,0,0,0,303,100%
Respiratory diseases,Respiratory arrest,75-84,2020,12,10,20,7,1,551,0,0,0,551,100%
Respiratory diseases,Respiratory arrest,85+,2020,12,10,20,8,1,702,0,0,0,702,100%
Respiratory diseases,Respiratory failure,0-24,2020,12,10,21,1,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,25-34,2020,12,10,21,2,1,48,0,0,0,48,100%
Respiratory diseases,Respiratory failure,35-44,2020,12,10,21,3,1,350,0,0,0,350,100%
Respiratory diseases,Respiratory failure,45-54,2020,12,10,21,4,1,1580,0,0,0,1580,100%
Respiratory diseases,Respiratory failure,55-64,2020,12,10,21,5,1,4382,0,0,0,4382,100%
Respiratory diseases,Respiratory failure,65-74,2020,12,10,21,6,1,8923,0,0,0,8923,100%
Respiratory diseases,Respiratory failure,75-84,2020,12,10,21,7,1,11607,0,0,0,11607,100%
Respiratory diseases,Respiratory failure,85+,2020,12,10,21,8,1,10697,0,0,0,10697,100%
Sepsis,Sepsis,0-24,2020,12,11,22,1,2,0,11,10,21,21,0%
Sepsis,Sepsis,25-34,2020,12,11,22,2,2,0,19,22,41,41,0%
Sepsis,Sepsis,35-44,2020,12,11,22,3,2,63,40,47,87,150,42%
Sepsis,Sepsis,45-54,2020,12,11,22,4,2,431,135,107,242,673,64%
Sepsis,Sepsis,55-64,2020,12,11,22,5,2,1361,265,322,587,1948,70%
Sepsis,Sepsis,65-74,2020,12,11,22,6,2,2439,438,487,925,3364,73%
Sepsis,Sepsis,75-84,2020,12,11,22,7,2,2508,521,503,1024,3532,71%
Sepsis,Sepsis,85+,2020,12,11,22,8,2,1620,502,353,855,2475,65%
Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,2020,12,12,23,1,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,2020,12,12,23,2,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,2020,12,12,23,3,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,2020,12,12,23,4,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,2020,12,12,23,5,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,2020,12,12,23,6,4,684,0,0,0,684,100%
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,2020,12,12,23,7,4,2946,0,0,0,2946,100%
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,2020,12,12,23,8,4,6459,0,0,0,6459,100%
All other conditions and causes (residual),All other conditions and causes (residual),0-24,2021,1,1,2,1,7,32,6,6,12,44,73%
All other conditions and causes (residual),All other conditions and causes (residual),25-34,2021,1,1,2,2,7,201,11,16,27,228,88%
All other conditions and causes (residual),All other conditions and causes (residual),35-44,2021,1,1,2,3,7,533,38,52,90,623,86%
All other conditions and causes (residual),All other conditions and causes (residual),45-54,2021,1,1,2,4,7,1820,88,158,246,2066,88%
All other conditions and causes (residual),All other conditions and causes (residual),55-64,2021,1,1,2,5,7,5273,203,388,591,5864,90%
All other conditions and causes (residual),All other conditions and causes (residual),65-74,2021,1,1,2,6,7,10071,547,651,1198,11269,89%
All other conditions and causes (residual),All other conditions and causes (residual),75-84,2021,1,1,2,7,7,12188,689,798,1487,13675,89%
All other conditions and causes (residual),All other conditions and causes (residual),85+,2021,1,1,2,8,7,12129,833,746,1579,13708,88%
Alzheimer disease,Alzheimer disease,0-24,2021,1,2,3,1,3,0,6,6,12,12,0%
Alzheimer disease,Alzheimer disease,25-34,2021,1,2,3,2,3,0,55,68,123,123,0%
Alzheimer disease,Alzheimer disease,35-44,2021,1,2,3,3,3,0,112,198,310,310,0%
Alzheimer disease,Alzheimer disease,45-54,2021,1,2,3,4,3,0,251,484,735,735,0%
Alzheimer disease,Alzheimer disease,55-64,2021,1,2,3,5,3,0,635,1227,1862,1862,0%
Alzheimer disease,Alzheimer disease,65-74,2021,1,2,3,6,3,85,1101,1568,2669,2754,3%
Alzheimer disease,Alzheimer disease,75-84,2021,1,2,3,7,3,895,1155,1456,2611,3506,26%
Alzheimer disease,Alzheimer disease,85+,2021,1,2,3,8,3,2202,1060,827,1887,4089,54%
Circulatory diseases,Cardiac arrest,0-24,2021,1,3,4,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrest,25-34,2021,1,3,4,2,4,54,0,0,0,54,100%
Circulatory diseases,Cardiac arrest,35-44,2021,1,3,4,3,4,167,0,0,0,167,100%
Circulatory diseases,Cardiac arrest,45-54,2021,1,3,4,4,4,754,0,0,0,754,100%
Circulatory diseases,Cardiac arrest,55-64,2021,1,3,4,5,4,2013,0,0,0,2013,100%
Circulatory diseases,Cardiac arrest,65-74,2021,1,3,4,6,4,3350,0,0,0,3350,100%
Circulatory diseases,Cardiac arrest,75-84,2021,1,3,4,7,4,3933,0,0,0,3933,100%
Circulatory diseases,Cardiac arrest,85+,2021,1,3,4,8,4,3412,0,0,0,3412,100%
Circulatory diseases,Cardiac arrhythmia,0-24,2021,1,3,5,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,25-34,2021,1,3,5,2,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,35-44,2021,1,3,5,3,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,45-54,2021,1,3,5,4,4,59,0,0,0,59,100%
Circulatory diseases,Cardiac arrhythmia,55-64,2021,1,3,5,5,4,547,0,0,0,547,100%
Circulatory diseases,Cardiac arrhythmia,65-74,2021,1,3,5,6,4,1551,0,0,0,1551,100%
Circulatory diseases,Cardiac arrhythmia,75-84,2021,1,3,5,7,4,2631,0,0,0,2631,100%
Circulatory diseases,Cardiac arrhythmia,85+,2021,1,3,5,8,4,3181,0,0,0,3181,100%
Circulatory diseases,Cerebrovascular diseases,0-24,2021,1,3,6,1,4,0,42,42,84,84,0%
Circulatory diseases,Cerebrovascular diseases,25-34,2021,1,3,6,2,4,0,122,236,358,358,0%
Circulatory diseases,Cerebrovascular diseases,35-44,2021,1,3,6,3,4,0,341,790,1131,1131,0%
Circulatory diseases,Cerebrovascular diseases,45-54,2021,1,3,6,4,4,81,934,2135,3069,3150,3%
Circulatory diseases,Cerebrovascular diseases,55-64,2021,1,3,6,5,4,422,2397,5761,8158,8580,5%
Circulatory diseases,Cerebrovascular diseases,65-74,2021,1,3,6,6,4,1027,4563,8441,13004,14031,7%
Circulatory diseases,Cerebrovascular diseases,75-84,2021,1,3,6,7,4,1474,6851,8819,15670,17144,9%
Circulatory diseases,Cerebrovascular diseases,85+,2021,1,3,6,8,4,1632,13780,9852,23632,25264,6%
Circulatory diseases,Heart failure,0-24,2021,1,3,10,1,4,0,168,168,336,336,0%
Circulatory diseases,Heart failure,25-34,2021,1,3,10,2,4,0,48,105,153,153,0%
Circulatory diseases,Heart failure,35-44,2021,1,3,10,3,4,21,80,151,231,252,8%
Circulatory diseases,Heart failure,45-54,2021,1,3,10,4,4,72,100,161,261,333,22%
Circulatory diseases,Heart failure,55-64,2021,1,3,10,5,4,477,152,248,400,877,54%
Circulatory diseases,Heart failure,65-74,2021,1,3,10,6,4,1442,188,275,463,1905,76%
Circulatory diseases,Heart failure,75-84,2021,1,3,10,7,4,2389,248,250,498,2887,83%
Circulatory diseases,Heart failure,85+,2021,1,3,10,8,4,3288,736,347,1083,4371,75%
Circulatory diseases,Hypertensive diseases,0-24,2021,1,3,11,1,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,25-34,2021,1,3,11,2,2,14,0,0,0,14,100%
Circulatory diseases,Hypertensive diseases,35-44,2021,1,3,11,3,2,119,0,0,0,119,100%
Circulatory diseases,Hypertensive diseases,45-54,2021,1,3,11,4,2,610,0,0,0,610,100%
Circulatory diseases,Hypertensive diseases,55-64,2021,1,3,11,5,2,2118,0,0,0,2118,100%
Circulatory diseases,Hypertensive diseases,65-74,2021,1,3,11,6,2,4371,0,0,0,4371,100%
Circulatory diseases,Hypertensive diseases,75-84,2021,1,3,11,7,2,5440,0,0,0,5440,100%
Circulatory diseases,Hypertensive diseases,85+,2021,1,3,11,8,2,6024,0,0,0,6024,100%
Circulatory diseases,Ischemic heart disease,0-24,2021,1,3,14,1,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,25-34,2021,1,3,14,2,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,35-44,2021,1,3,14,3,4,11,0,0,0,11,100%
Circulatory diseases,Ischemic heart disease,45-54,2021,1,3,14,4,4,122,0,0,0,122,100%
Circulatory diseases,Ischemic heart disease,55-64,2021,1,3,14,5,4,937,0,0,0,937,100%
Circulatory diseases,Ischemic heart disease,65-74,2021,1,3,14,6,4,2331,0,0,0,2331,100%
Circulatory diseases,Ischemic heart disease,75-84,2021,1,3,14,7,4,3520,0,0,0,3520,100%
Circulatory diseases,Ischemic heart disease,85+,2021,1,3,14,8,4,3650,0,0,0,3650,100%
Circulatory diseases,Other diseases of the circulatory system,0-24,2021,1,3,17,1,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,25-34,2021,1,3,17,2,2,12,0,0,0,12,100%
Circulatory diseases,Other diseases of the circulatory system,35-44,2021,1,3,17,3,2,55,0,0,0,55,100%
Circulatory diseases,Other diseases of the circulatory system,45-54,2021,1,3,17,4,2,245,0,0,0,245,100%
Circulatory diseases,Other diseases of the circulatory system,55-64,2021,1,3,17,5,2,825,0,0,0,825,100%
Circulatory diseases,Other diseases of the circulatory system,65-74,2021,1,3,17,6,2,1660,0,0,0,1660,100%
Circulatory diseases,Other diseases of the circulatory system,75-84,2021,1,3,17,7,2,2002,0,0,0,2002,100%
Circulatory diseases,Other diseases of the circulatory system,85+,2021,1,3,17,8,2,1891,0,0,0,1891,100%
COVID-19,COVID-19,0-24,2021,1,4,8,1,2,59,2670,2670,5340,5399,1%
COVID-19,COVID-19,25-34,2021,1,4,8,2,2,566,2104,4783,6887,7453,8%
COVID-19,COVID-19,35-44,2021,1,4,8,3,2,1580,3707,6882,10589,12169,13%
COVID-19,COVID-19,45-54,2021,1,4,8,4,2,4734,7409,12683,20092,24826,19%
COVID-19,COVID-19,55-64,2021,1,4,8,5,2,12783,17962,29952,47914,60697,21%
COVID-19,COVID-19,65-74,2021,1,4,8,6,2,24013,31799,45858,77657,101670,24%
COVID-19,COVID-19,75-84,2021,1,4,8,7,2,30001,43827,50243,94070,124071,24%
COVID-19,COVID-19,85+,2021,1,4,8,8,2,31075,65911,44474,110385,141460,22%
Diabetes,Diabetes,0-24,2021,1,5,9,1,5,0,150,150,300,300,0%
Diabetes,Diabetes,25-34,2021,1,5,9,2,5,56,141,161,302,358,16%
Diabetes,Diabetes,35-44,2021,1,5,9,3,5,184,566,385,951,1135,16%
Diabetes,Diabetes,45-54,2021,1,5,9,4,5,865,1540,1402,2942,3807,23%
Diabetes,Diabetes,55-64,2021,1,5,9,5,5,2578,4252,5073,9325,11903,22%
Diabetes,Diabetes,65-74,2021,1,5,9,6,5,4604,6636,8448,15084,19688,23%
Diabetes,Diabetes,75-84,2021,1,5,9,7,5,4739,6479,7374,13853,18592,25%
Diabetes,Diabetes,85+,2021,1,5,9,8,5,2943,4540,4345,8885,11828,25%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,2021,1,6,13,1,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,2021,1,6,13,2,6,10,0,0,0,10,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,2021,1,6,13,3,6,23,0,0,0,23,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,2021,1,6,13,4,6,64,0,0,0,64,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,2021,1,6,13,5,6,191,0,0,0,191,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,2021,1,6,13,6,6,430,0,0,0,430,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,2021,1,6,13,7,6,487,0,0,0,487,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,2021,1,6,13,8,6,643,0,0,0,643,100%
Malignant neoplasms,Malignant neoplasms,0-24,2021,1,7,15,1,7,0,30,30,60,60,0%
Malignant neoplasms,Malignant neoplasms,25-34,2021,1,7,15,2,7,0,20,19,39,39,0%
Malignant neoplasms,Malignant neoplasms,35-44,2021,1,7,15,3,7,0,45,42,87,87,0%
Malignant neoplasms,Malignant neoplasms,45-54,2021,1,7,15,4,7,43,101,123,224,267,16%
Malignant neoplasms,Malignant neoplasms,55-64,2021,1,7,15,5,7,509,258,307,565,1074,47%
Malignant neoplasms,Malignant neoplasms,65-74,2021,1,7,15,6,7,1281,404,457,861,2142,60%
Malignant neoplasms,Malignant neoplasms,75-84,2021,1,7,15,7,7,1558,505,502,1007,2565,61%
Malignant neoplasms,Malignant neoplasms,85+,2021,1,7,15,8,7,1144,503,377,880,2024,57%
Obesity,Obesity,0-24,2021,1,8,16,1,7,0,0,0,0,0,0%
Obesity,Obesity,25-34,2021,1,8,16,2,7,90,0,0,0,90,100%
Obesity,Obesity,35-44,2021,1,8,16,3,7,210,0,0,0,210,100%
Obesity,Obesity,45-54,2021,1,8,16,4,7,497,0,0,0,497,100%
Obesity,Obesity,55-64,2021,1,8,16,5,7,964,0,0,0,964,100%
Obesity,Obesity,65-74,2021,1,8,16,6,7,1078,0,0,0,1078,100%
Obesity,Obesity,75-84,2021,1,8,16,7,7,454,0,0,0,454,100%
Obesity,Obesity,85+,2021,1,8,16,8,7,51,0,0,0,51,100%
Renal failure,Renal failure,0-24,2021,1,9,19,1,6,0,18,18,36,36,0%
Renal failure,Renal failure,25-34,2021,1,9,19,2,6,42,9,12,21,63,67%
Renal failure,Renal failure,35-44,2021,1,9,19,3,6,117,23,44,67,184,64%
Renal failure,Renal failure,45-54,2021,1,9,19,4,6,512,61,83,144,656,78%
Renal failure,Renal failure,55-64,2021,1,9,19,5,6,1690,225,275,500,2190,77%
Renal failure,Renal failure,65-74,2021,1,9,19,6,6,3138,408,547,955,4093,77%
Renal failure,Renal failure,75-84,2021,1,9,19,7,6,3486,557,698,1255,4741,74%
Renal failure,Renal failure,85+,2021,1,9,19,8,6,2807,647,520,1167,3974,71%
Respiratory diseases,Adult respiratory distress syndrome,0-24,2021,1,10,1,1,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,25-34,2021,1,10,1,2,7,38,0,0,0,38,100%
Respiratory diseases,Adult respiratory distress syndrome,35-44,2021,1,10,1,3,7,150,0,0,0,150,100%
Respiratory diseases,Adult respiratory distress syndrome,45-54,2021,1,10,1,4,7,652,0,0,0,652,100%
Respiratory diseases,Adult respiratory distress syndrome,55-64,2021,1,10,1,5,7,1792,0,0,0,1792,100%
Respiratory diseases,Adult respiratory distress syndrome,65-74,2021,1,10,1,6,7,2771,0,0,0,2771,100%
Respiratory diseases,Adult respiratory distress syndrome,75-84,2021,1,10,1,7,7,2250,0,0,0,2250,100%
Respiratory diseases,Adult respiratory distress syndrome,85+,2021,1,10,1,8,7,1029,0,0,0,1029,100%
Respiratory diseases,Chronic lower respiratory diseases,0-24,2021,1,10,7,1,1,0,12,12,24,24,0%
Respiratory diseases,Chronic lower respiratory diseases,25-34,2021,1,10,7,2,1,0,8,19,27,27,0%
Respiratory diseases,Chronic lower respiratory diseases,35-44,2021,1,10,7,3,1,11,43,47,90,101,11%
Respiratory diseases,Chronic lower respiratory diseases,45-54,2021,1,10,7,4,1,63,69,101,170,233,27%
Respiratory diseases,Chronic lower respiratory diseases,55-64,2021,1,10,7,5,1,754,196,314,510,1264,60%
Respiratory diseases,Chronic lower respiratory diseases,65-74,2021,1,10,7,6,1,2098,356,493,849,2947,71%
Respiratory diseases,Chronic lower respiratory diseases,75-84,2021,1,10,7,7,1,3001,521,634,1155,4156,72%
Respiratory diseases,Chronic lower respiratory diseases,85+,2021,1,10,7,8,1,2409,756,682,1438,3847,63%
Respiratory diseases,Influenza and pneumonia,0-24,2021,1,10,12,1,1,30,0,0,0,30,100%
Respiratory diseases,Influenza and pneumonia,25-34,2021,1,10,12,2,1,240,0,0,0,240,100%
Respiratory diseases,Influenza and pneumonia,35-44,2021,1,10,12,3,1,753,2,0,2,755,100%
Respiratory diseases,Influenza and pneumonia,45-54,2021,1,10,12,4,1,2533,7,3,10,2543,100%
Respiratory diseases,Influenza and pneumonia,55-64,2021,1,10,12,5,1,7066,82,47,129,7195,98%
Respiratory diseases,Influenza and pneumonia,65-74,2021,1,10,12,6,1,13074,570,362,932,14006,93%
Respiratory diseases,Influenza and pneumonia,75-84,2021,1,10,12,7,1,15319,2441,1257,3698,19017,81%
Respiratory diseases,Influenza and pneumonia,85+,2021,1,10,12,8,1,13206,5879,2138,8017,21223,62%
Respiratory diseases,Other diseases of the respiratory system,0-24,2021,1,10,18,1,1,0,6,6,12,12,0%
Respiratory diseases,Other diseases of the respiratory system,25-34,2021,1,10,18,2,1,12,16,21,37,49,24%
Respiratory diseases,Other diseases of the respiratory system,35-44,2021,1,10,18,3,1,29,40,38,78,107,27%
Respiratory diseases,Other diseases of the respiratory system,45-54,2021,1,10,18,4,1,126,132,132,264,390,32%
Respiratory diseases,Other diseases of the respiratory system,55-64,2021,1,10,18,5,1,564,695,760,1455,2019,28%
Respiratory diseases,Other diseases of the respiratory system,65-74,2021,1,10,18,6,1,1051,1596,1749,3345,4396,24%
Respiratory diseases,Other diseases of the respiratory system,75-84,2021,1,10,18,7,1,1236,2100,2044,4144,5380,23%
Respiratory diseases,Other diseases of the respiratory system,85+,2021,1,10,18,8,1,860,2030,1400,3430,4290,20%
Respiratory diseases,Respiratory arrest,0-24,2021,1,10,20,1,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,25-34,2021,1,10,20,2,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,35-44,2021,1,10,20,3,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,45-54,2021,1,10,20,4,1,31,0,0,0,31,100%
Respiratory diseases,Respiratory arrest,55-64,2021,1,10,20,5,1,161,0,0,0,161,100%
Respiratory diseases,Respiratory arrest,65-74,2021,1,10,20,6,1,386,0,0,0,386,100%
Respiratory diseases,Respiratory arrest,75-84,2021,1,10,20,7,1,575,0,0,0,575,100%
Respiratory diseases,Respiratory arrest,85+,2021,1,10,20,8,1,700,0,0,0,700,100%
Respiratory diseases,Respiratory failure,0-24,2021,1,10,21,1,1,13,0,0,0,13,100%
Respiratory diseases,Respiratory failure,25-34,2021,1,10,21,2,1,165,0,0,0,165,100%
